(0, 1, (Conflict.Attack.Unspecified, Temporal_Order, Conflict.Attack.DetonateExplode)); || support = 160
(0, 1, (Conflict.Attack.Unspecified, Temporal_Order, Conflict.Attack.DetonateExplode));(1, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Movement.Transportation.Unspecified));(0, 3, (Conflict.Attack.Unspecified, Temporal_Order, Life.Injure.Unspecified)); || support = 106
(0, 1, (Conflict.Attack.Unspecified, Temporal_Order, Conflict.Attack.DetonateExplode));(1, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Movement.Transportation.Unspecified));(0, 3, (Conflict.Attack.Unspecified, Temporal_Order, Life.Die.Unspecified)); || support = 120
(0, 1, (Conflict.Attack.Unspecified, Temporal_Order, Conflict.Attack.DetonateExplode));(1, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Movement.Transportation.Unspecified));(0, 3, (Conflict.Attack.Unspecified, Temporal_Order, Conflict.Attack.Unspecified)); || support = 117
(0, 1, (Conflict.Attack.Unspecified, Temporal_Order, Conflict.Attack.DetonateExplode));(1, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Movement.Transportation.Unspecified));(0, 3, (Conflict.Attack.Unspecified, Temporal_Order, Movement.Transportation.Unspecified)); || support = 105
(0, 1, (Conflict.Attack.Unspecified, Temporal_Order, Conflict.Attack.DetonateExplode));(1, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Contact.Contact.Broadcast)); || support = 102
(0, 1, (Conflict.Attack.Unspecified, Temporal_Order, Conflict.Attack.DetonateExplode));(1, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Contact.Contact.Broadcast));(0, 3, (Conflict.Attack.Unspecified, Temporal_Order, Life.Die.Unspecified)); || support = 91
(0, 1, (Conflict.Attack.Unspecified, Temporal_Order, Conflict.Attack.DetonateExplode));(1, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Die.Unspecified)); || support = 149
(0, 1, (Conflict.Attack.Unspecified, Temporal_Order, Conflict.Attack.DetonateExplode));(1, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Die.Unspecified));(0, 3, (Conflict.Attack.Unspecified, Temporal_Order, Life.Injure.Unspecified)); || support = 108
(0, 1, (Conflict.Attack.Unspecified, Temporal_Order, Conflict.Attack.DetonateExplode));(1, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Die.Unspecified));(0, 3, (Conflict.Attack.Unspecified, Temporal_Order, Life.Die.Unspecified)); || support = 125
(0, 1, (Conflict.Attack.Unspecified, Temporal_Order, Conflict.Attack.DetonateExplode));(1, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Die.Unspecified));(0, 3, (Conflict.Attack.Unspecified, Temporal_Order, Conflict.Attack.Unspecified)); || support = 122
(0, 1, (Conflict.Attack.Unspecified, Temporal_Order, Conflict.Attack.DetonateExplode));(1, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Die.Unspecified));(0, 3, (Conflict.Attack.Unspecified, Temporal_Order, Movement.Transportation.Unspecified)); || support = 106
(0, 1, (Conflict.Attack.Unspecified, Temporal_Order, Conflict.Attack.DetonateExplode));(1, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Conflict.Attack.Unspecified)); || support = 147
(0, 1, (Conflict.Attack.Unspecified, Temporal_Order, Conflict.Attack.DetonateExplode));(1, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Conflict.Attack.Unspecified));(0, 3, (Conflict.Attack.Unspecified, Temporal_Order, Life.Injure.Unspecified)); || support = 104
(0, 1, (Conflict.Attack.Unspecified, Temporal_Order, Conflict.Attack.DetonateExplode));(1, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Conflict.Attack.Unspecified));(0, 3, (Conflict.Attack.Unspecified, Temporal_Order, Life.Die.Unspecified)); || support = 123
(0, 1, (Conflict.Attack.Unspecified, Temporal_Order, Conflict.Attack.DetonateExplode));(1, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Conflict.Attack.Unspecified));(0, 3, (Conflict.Attack.Unspecified, Temporal_Order, Conflict.Attack.Unspecified)); || support = 122
(0, 1, (Conflict.Attack.Unspecified, Temporal_Order, Conflict.Attack.DetonateExplode));(1, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Conflict.Attack.Unspecified));(0, 3, (Conflict.Attack.Unspecified, Temporal_Order, Movement.Transportation.Unspecified)); || support = 107
(0, 1, (Conflict.Attack.Unspecified, Temporal_Order, Conflict.Attack.DetonateExplode));(0, 2, (Conflict.Attack.Unspecified, Temporal_Order, Life.Injure.Unspecified)); || support = 111
(0, 1, (Conflict.Attack.Unspecified, Temporal_Order, Conflict.Attack.DetonateExplode));(0, 2, (Conflict.Attack.Unspecified, Temporal_Order, Life.Die.Unspecified)); || support = 128
(0, 1, (Conflict.Attack.Unspecified, Temporal_Order, Conflict.Attack.DetonateExplode));(0, 2, (Conflict.Attack.Unspecified, Temporal_Order, Conflict.Attack.Unspecified)); || support = 128
(0, 1, (Conflict.Attack.Unspecified, Temporal_Order, Conflict.Attack.DetonateExplode));(0, 2, (Conflict.Attack.Unspecified, Temporal_Order, Conflict.Attack.Unspecified));(0, 3, (Conflict.Attack.Unspecified, Temporal_Order, Life.Die.Unspecified)); || support = 95
(0, 1, (Conflict.Attack.Unspecified, Temporal_Order, Conflict.Attack.DetonateExplode));(0, 2, (Conflict.Attack.Unspecified, Temporal_Order, Movement.Transportation.Unspecified)); || support = 110
(0, 1, (Conflict.Attack.Unspecified, Temporal_Order, Conflict.Attack.DetonateExplode));(1, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Contact.Contact.Meet)); || support = 90
(0, 1, (Movement.Transportation.Unspecified, Temporal_Order, Life.Injure.Unspecified)); || support = 115
(0, 1, (Movement.Transportation.Unspecified, Temporal_Order, Movement.Transportation.Unspecified)); || support = 124
(0, 1, (Movement.Transportation.Unspecified, Temporal_Order, Conflict.Attack.DetonateExplode)); || support = 146
(0, 1, (Movement.Transportation.Unspecified, Temporal_Order, Conflict.Attack.DetonateExplode));(1, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Movement.Transportation.Unspecified)); || support = 136
(0, 1, (Movement.Transportation.Unspecified, Temporal_Order, Conflict.Attack.DetonateExplode));(1, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Movement.Transportation.Unspecified));(0, 3, (Movement.Transportation.Unspecified, Temporal_Order, Movement.Transportation.Unspecified)); || support = 98
(0, 1, (Movement.Transportation.Unspecified, Temporal_Order, Conflict.Attack.DetonateExplode));(0, 2, (Movement.Transportation.Unspecified, Temporal_Order, Movement.Transportation.Unspecified)); || support = 103
(0, 1, (Conflict.Attack.Unspecified, Temporal_Order, Life.Injure.Unspecified)); || support = 127
(0, 1, (Life.Die.Unspecified, Temporal_Order, Conflict.Attack.DetonateExplode)); || support = 145
(0, 1, (Life.Die.Unspecified, Temporal_Order, Conflict.Attack.DetonateExplode));(1, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Injure.Unspecified)); || support = 139
(0, 1, (Life.Die.Unspecified, Temporal_Order, Conflict.Attack.DetonateExplode));(1, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Injure.Unspecified));(0, 3, (Life.Die.Unspecified, Temporal_Order, Life.Die.Unspecified)); || support = 90
(0, 1, (Life.Die.Unspecified, Temporal_Order, Conflict.Attack.DetonateExplode));(1, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Injure.Unspecified));(2, 3, (Life.Injure.Unspecified, Temporal_Order, Life.Injure.Unspecified)); || support = 96
(0, 1, (Life.Die.Unspecified, Temporal_Order, Conflict.Attack.DetonateExplode));(1, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Die.Unspecified)); || support = 140
(0, 1, (Life.Die.Unspecified, Temporal_Order, Conflict.Attack.DetonateExplode));(1, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Die.Unspecified));(0, 3, (Life.Die.Unspecified, Temporal_Order, Life.Die.Unspecified)); || support = 88
(0, 1, (Life.Die.Unspecified, Temporal_Order, Conflict.Attack.DetonateExplode));(0, 2, (Life.Die.Unspecified, Temporal_Order, Life.Die.Unspecified)); || support = 93
(0, 1, (Life.Die.Unspecified, Temporal_Order, Conflict.Attack.DetonateExplode));(1, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Movement.Transportation.Unspecified)); || support = 136
(0, 1, (Life.Die.Unspecified, Temporal_Order, Life.Die.Unspecified)); || support = 135
(0, 1, (Life.Die.Unspecified, Temporal_Order, Life.Injure.Unspecified)); || support = 137
(0, 1, (Conflict.Attack.Unspecified, Temporal_Order, Life.Die.Unspecified)); || support = 143
(0, 1, (Conflict.Attack.Unspecified, Temporal_Order, Life.Die.Unspecified));(0, 2, (Conflict.Attack.Unspecified, Temporal_Order, Life.Die.Unspecified)); || support = 90
(0, 1, (Conflict.Attack.Unspecified, Temporal_Order, Life.Die.Unspecified));(0, 2, (Conflict.Attack.Unspecified, Temporal_Order, Life.Injure.Unspecified)); || support = 94
(0, 1, (Conflict.Attack.Unspecified, Temporal_Order, Conflict.Attack.Unspecified)); || support = 138
(0, 1, (Conflict.Attack.Unspecified, Temporal_Order, Conflict.Attack.Unspecified));(0, 2, (Conflict.Attack.Unspecified, Temporal_Order, Life.Die.Unspecified)); || support = 104
(0, 1, (Conflict.Attack.Unspecified, Temporal_Order, Conflict.Attack.Unspecified));(0, 2, (Conflict.Attack.Unspecified, Temporal_Order, Conflict.Attack.Unspecified)); || support = 93
(0, 1, (Conflict.Attack.Unspecified, Temporal_Order, Conflict.Attack.Unspecified));(1, 2, (Conflict.Attack.Unspecified, Temporal_Order, Conflict.Attack.Unspecified)); || support = 90
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Injure.Unspecified)); || support = 167
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Injure.Unspecified));(0, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Movement.Transportation.Unspecified)); || support = 152
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Injure.Unspecified));(0, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Movement.Transportation.Unspecified));(0, 3, (Conflict.Attack.DetonateExplode, Temporal_Order, Movement.Transportation.Unspecified)); || support = 127
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Injure.Unspecified));(0, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Movement.Transportation.Unspecified));(2, 3, (Movement.Transportation.Unspecified, Temporal_Order, Movement.Transportation.Unspecified)); || support = 88
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Injure.Unspecified));(0, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Injure.Unspecified)); || support = 154
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Injure.Unspecified));(0, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Injure.Unspecified));(0, 3, (Conflict.Attack.DetonateExplode, Temporal_Order, Movement.Transportation.Unspecified)); || support = 145
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Injure.Unspecified));(0, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Injure.Unspecified));(0, 3, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Injure.Unspecified)); || support = 147
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Injure.Unspecified));(1, 2, (Life.Injure.Unspecified, Temporal_Order, Life.Injure.Unspecified)); || support = 107
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Injure.Unspecified));(1, 2, (Life.Injure.Unspecified, Temporal_Order, Life.Injure.Unspecified));(0, 3, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Injure.Unspecified)); || support = 105
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Injure.Unspecified));(1, 2, (Life.Injure.Unspecified, Temporal_Order, Life.Injure.Unspecified));(0, 3, (Conflict.Attack.DetonateExplode, Temporal_Order, Movement.Transportation.Unspecified)); || support = 101
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Injure.Unspecified));(1, 2, (Life.Injure.Unspecified, Temporal_Order, Movement.Transportation.Unspecified)); || support = 102
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Injure.Unspecified));(1, 2, (Life.Injure.Unspecified, Temporal_Order, Movement.Transportation.Unspecified));(0, 3, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Injure.Unspecified)); || support = 100
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Injure.Unspecified));(1, 2, (Life.Injure.Unspecified, Temporal_Order, Movement.Transportation.Unspecified));(0, 3, (Conflict.Attack.DetonateExplode, Temporal_Order, Movement.Transportation.Unspecified)); || support = 96
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Die.Unspecified)); || support = 162
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Die.Unspecified));(1, 2, (Life.Die.Unspecified, Temporal_Order, Life.Injure.Unspecified)); || support = 117
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Die.Unspecified));(1, 2, (Life.Die.Unspecified, Temporal_Order, Life.Injure.Unspecified));(0, 3, (Conflict.Attack.DetonateExplode, Temporal_Order, Movement.Transportation.Unspecified)); || support = 108
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Die.Unspecified));(1, 2, (Life.Die.Unspecified, Temporal_Order, Life.Injure.Unspecified));(0, 3, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Injure.Unspecified)); || support = 111
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Die.Unspecified));(1, 2, (Life.Die.Unspecified, Temporal_Order, Life.Injure.Unspecified));(0, 3, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Die.Unspecified)); || support = 112
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Die.Unspecified));(0, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Injure.Unspecified)); || support = 157
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Die.Unspecified));(0, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Injure.Unspecified));(0, 3, (Conflict.Attack.DetonateExplode, Temporal_Order, Movement.Transportation.Unspecified)); || support = 143
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Die.Unspecified));(0, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Injure.Unspecified));(0, 3, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Injure.Unspecified)); || support = 147
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Die.Unspecified));(0, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Injure.Unspecified));(2, 3, (Life.Injure.Unspecified, Temporal_Order, Life.Injure.Unspecified)); || support = 104
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Die.Unspecified));(0, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Injure.Unspecified));(2, 3, (Life.Injure.Unspecified, Temporal_Order, Movement.Transportation.Unspecified)); || support = 99
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Die.Unspecified));(0, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Die.Unspecified)); || support = 145
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Die.Unspecified));(0, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Die.Unspecified));(0, 3, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Injure.Unspecified)); || support = 140
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Die.Unspecified));(0, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Die.Unspecified));(0, 3, (Conflict.Attack.DetonateExplode, Temporal_Order, Movement.Transportation.Unspecified)); || support = 133
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Die.Unspecified));(0, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Die.Unspecified));(0, 3, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Die.Unspecified)); || support = 120
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Die.Unspecified));(0, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Movement.Transportation.Unspecified)); || support = 147
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Die.Unspecified));(0, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Movement.Transportation.Unspecified));(0, 3, (Conflict.Attack.DetonateExplode, Temporal_Order, Movement.Transportation.Unspecified)); || support = 125
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Die.Unspecified));(0, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Movement.Transportation.Unspecified));(2, 3, (Movement.Transportation.Unspecified, Temporal_Order, Movement.Transportation.Unspecified)); || support = 88
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Die.Unspecified));(1, 2, (Life.Die.Unspecified, Temporal_Order, Life.Die.Unspecified)); || support = 90
(0, 1, (Life.Injure.Unspecified, Temporal_Order, Life.Injure.Unspecified)); || support = 115
(0, 1, (Life.Injure.Unspecified, Temporal_Order, Movement.Transportation.Unspecified)); || support = 111
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Contact.Contact.Unspecified)); || support = 116
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Contact.Contact.Unspecified));(0, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Injure.Unspecified)); || support = 113
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Contact.Contact.Unspecified));(0, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Injure.Unspecified));(0, 3, (Conflict.Attack.DetonateExplode, Temporal_Order, Movement.Transportation.Unspecified)); || support = 111
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Contact.Contact.Unspecified));(0, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Injure.Unspecified));(0, 3, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Injure.Unspecified)); || support = 108
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Contact.Contact.Unspecified));(0, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Movement.Transportation.Unspecified)); || support = 114
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Contact.Contact.Unspecified));(0, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Movement.Transportation.Unspecified));(0, 3, (Conflict.Attack.DetonateExplode, Temporal_Order, Movement.Transportation.Unspecified)); || support = 101
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Contact.Contact.Unspecified));(0, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Die.Unspecified)); || support = 109
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Contact.Contact.Unspecified));(0, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Die.Unspecified));(0, 3, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Injure.Unspecified)); || support = 106
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Contact.Contact.Unspecified));(0, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Die.Unspecified));(0, 3, (Conflict.Attack.DetonateExplode, Temporal_Order, Movement.Transportation.Unspecified)); || support = 107
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Contact.Contact.Unspecified));(0, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Die.Unspecified));(0, 3, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Die.Unspecified)); || support = 101
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Movement.Transportation.Unspecified)); || support = 158
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Movement.Transportation.Unspecified));(0, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Movement.Transportation.Unspecified)); || support = 131
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Movement.Transportation.Unspecified));(0, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Movement.Transportation.Unspecified));(0, 3, (Conflict.Attack.DetonateExplode, Temporal_Order, Movement.Transportation.Unspecified)); || support = 118
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Movement.Transportation.Unspecified));(1, 2, (Movement.Transportation.Unspecified, Temporal_Order, Movement.Transportation.Unspecified)); || support = 90
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Movement.Transportation.Unspecified));(1, 2, (Movement.Transportation.Unspecified, Temporal_Order, Movement.Transportation.Unspecified));(0, 3, (Conflict.Attack.DetonateExplode, Temporal_Order, Movement.Transportation.Unspecified)); || support = 88
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Contact.Contact.Broadcast)); || support = 106
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Contact.Contact.Broadcast));(0, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Injure.Unspecified)); || support = 104
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Contact.Contact.Broadcast));(0, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Injure.Unspecified));(0, 3, (Conflict.Attack.DetonateExplode, Temporal_Order, Movement.Transportation.Unspecified)); || support = 100
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Contact.Contact.Broadcast));(0, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Injure.Unspecified));(0, 3, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Injure.Unspecified)); || support = 100
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Contact.Contact.Broadcast));(0, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Contact.Contact.Unspecified)); || support = 88
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Contact.Contact.Broadcast));(0, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Movement.Transportation.Unspecified)); || support = 101
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Contact.Contact.Broadcast));(0, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Movement.Transportation.Unspecified));(0, 3, (Conflict.Attack.DetonateExplode, Temporal_Order, Movement.Transportation.Unspecified)); || support = 90
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Contact.Contact.Broadcast));(0, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Die.Unspecified)); || support = 102
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Contact.Contact.Broadcast));(0, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Die.Unspecified));(0, 3, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Injure.Unspecified)); || support = 101
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Contact.Contact.Broadcast));(0, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Die.Unspecified));(0, 3, (Conflict.Attack.DetonateExplode, Temporal_Order, Movement.Transportation.Unspecified)); || support = 98
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Contact.Contact.Broadcast));(0, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Die.Unspecified));(0, 3, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Die.Unspecified)); || support = 93
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Conflict.Attack.Unspecified)); || support = 155
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Conflict.Attack.Unspecified));(0, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Injure.Unspecified)); || support = 148
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Conflict.Attack.Unspecified));(0, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Injure.Unspecified));(0, 3, (Conflict.Attack.DetonateExplode, Temporal_Order, Movement.Transportation.Unspecified)); || support = 137
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Conflict.Attack.Unspecified));(0, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Injure.Unspecified));(0, 3, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Injure.Unspecified)); || support = 140
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Conflict.Attack.Unspecified));(0, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Injure.Unspecified));(2, 3, (Life.Injure.Unspecified, Temporal_Order, Life.Injure.Unspecified)); || support = 99
(0, 1, (Conflict.Attack.DetonateExplode, Temporal_Order, Conflict.Attack.Unspecified));(0, 2, (Conflict.Attack.DetonateExplode, Temporal_Order, Life.Injure.Unspecified));(2, 3, (Life.Injure.Unspecified, Temporal_Order, Movement.Transportation.Unspecified)); || support = 94
